DateDhwTank1Temp,DhwTank1Temp,DateDhwTank2Temp,DhwTank2Temp,DateDomHwSuplTemp,DomHwSuplTemp,DateHwRtnTemp,HwRtnTemp,DateHwSuplTemp,HwSuplTemp,DateDhwRtnTemp,DhwRtnTemp
2018-12-29T15:30:00.027-05:00,118.853881836,2018-12-29T15:30:00.028-05:00,118.853881836,2018-12-29T15:30:00.033-05:00,112.769577026,2018-12-29T15:30:00.026-05:00,164.793106079,2018-12-29T15:30:00.025-05:00,174.190200806,2018-12-29T15:45:00.181-05:00,102.5776138305664
2018-12-29T15:45:00.086-05:00,118.918319702,2018-12-29T15:45:00.098-05:00,118.466293335,2018-12-29T15:45:00.148-05:00,108.190658569,2018-12-29T15:45:00.071-05:00,165.179107666,2018-12-29T15:45:00.060-05:00,174.190200806,2018-12-29T16:00:00.373-05:00,100.60123443603516
2018-12-29T16:00:00.288-05:00,118.982711792,2018-12-29T16:00:00.300-05:00,119.496284485,2018-12-29T16:00:00.349-05:00,113.618125916,2018-12-29T16:00:00.277-05:00,165.564224243,2018-12-29T16:00:00.265-05:00,175.851928711,2018-12-29T16:15:00.164-05:00,102.1976318359375
2018-12-29T16:15:00.079-05:00,118.595672607,2018-12-29T16:15:00.091-05:00,118.466293335,2018-12-29T16:15:00.141-05:00,113.2084198,2018-12-29T16:15:00.067-05:00,164.599777222,2018-12-29T16:15:00.055-05:00,176.816116333,2018-12-29T16:30:00.158-05:00,103.27789306640625
2018-12-29T16:30:00.073-05:00,118.660293579,2018-12-29T16:30:00.085-05:00,118.595672607,2018-12-29T16:30:00.135-05:00,114.161689758,2018-12-29T16:30:00.062-05:00,165.660354614,2018-12-29T16:30:00.050-05:00,174.329116821,2018-12-29T16:45:00.166-05:00,103.49195098876953
2018-12-29T16:45:00.081-05:00,118.53099823,2018-12-29T16:45:00.092-05:00,118.789390564,2018-12-29T16:45:00.142-05:00,114.9712677,2018-12-29T16:45:00.069-05:00,158.092605591,2018-12-29T16:45:00.058-05:00,190.188949585,2018-12-29T17:00:00.172-05:00,104.81513977050781
2018-12-29T17:00:00.088-05:00,121.397186279,2018-12-29T17:00:00.099-05:00,120.641517639,2018-12-29T17:00:00.149-05:00,117.359329224,2018-12-29T17:00:00.076-05:00,167.143844604,2018-12-29T17:00:00.065-05:00,176.127807617,2018-12-29T17:15:00.218-05:00,106.52377319335938
2018-12-29T17:15:00.122-05:00,122.642967224,2018-12-29T17:15:00.140-05:00,122.146690369,2018-12-29T17:15:00.193-05:00,114.567337036,2018-12-29T17:15:00.094-05:00,166.618743896,2018-12-29T17:15:00.067-05:00,174.745361328,2018-12-29T17:30:00.168-05:00,105.95893859863281
2018-12-29T17:30:00.077-05:00,123.749809265,2018-12-29T17:30:00.088-05:00,123.136558533,2018-12-29T17:30:00.144-05:00,118.207008362,2018-12-29T17:30:00.065-05:00,167.143844604,2018-12-29T17:30:00.054-05:00,175.022476196,2018-12-29T17:45:00.174-05:00,107.79031372070312
2018-12-29T17:45:00.089-05:00,124.540878296,2018-12-29T17:45:00.100-05:00,124.054885864,2018-12-29T17:45:00.150-05:00,118.595672607,2018-12-29T17:45:00.078-05:00,166.714279175,2018-12-29T17:45:00.066-05:00,175.022476196,2018-12-29T18:00:00.175-05:00,107.28652954101562
2018-12-29T18:00:00.090-05:00,124.963989258,2018-12-29T18:00:00.102-05:00,124.358940125,2018-12-29T18:00:00.152-05:00,113.890296936,2018-12-29T18:00:00.079-05:00,165.852478027,2018-12-29T18:00:00.065-05:00,175.437545776,2018-12-29T18:15:00.171-05:00,104.65768432617188
2018-12-29T18:15:00.086-05:00,124.722457886,2018-12-29T18:15:00.097-05:00,124.480270386,2018-12-29T18:15:00.148-05:00,119.943336487,2018-12-29T18:15:00.074-05:00,162.458328247,2018-12-29T18:15:00.063-05:00,174.883956909,2018-12-29T18:30:00.174-05:00,107.33707427978516
2018-12-29T18:30:00.088-05:00,124.540878296,2018-12-29T18:30:00.100-05:00,124.176628113,2018-12-29T18:30:00.150-05:00,112.816116333,2018-12-29T18:30:00.077-05:00,159.294387817,2018-12-29T18:30:00.065-05:00,170.691986084,2018-12-29T18:45:00.157-05:00,106.26760864257812
2018-12-29T18:45:00.071-05:00,124.358940125,2018-12-29T18:45:00.084-05:00,123.505004883,2018-12-29T18:45:00.134-05:00,114.769515991,2018-12-29T18:45:00.059-05:00,164.793106079,2018-12-29T18:45:00.048-05:00,173.076141357,2018-12-29T19:00:00.176-05:00,106.37019348144531
2018-12-29T19:00:00.085-05:00,124.176628113,2018-12-29T19:00:00.097-05:00,124.054885864,2018-12-29T19:00:00.152-05:00,113.68624115,2018-12-29T19:00:00.073-05:00,163.337661743,2018-12-29T19:00:00.062-05:00,175.713882446,2018-12-29T19:15:00.197-05:00,103.70536804199219
2018-12-29T19:15:00.111-05:00,123.566268921,2018-12-29T19:15:00.123-05:00,122.890098572,2018-12-29T19:15:00.174-05:00,113.413490295,2018-12-29T19:15:00.099-05:00,157.790847778,2018-12-29T19:15:00.087-05:00,168.569152832,2018-12-29T19:30:00.161-05:00,104.23603820800781
2018-12-29T19:30:00.075-05:00,123.198074341,2018-12-29T19:30:00.086-05:00,123.075004578,2018-12-29T19:30:00.137-05:00,118.012069702,2018-12-29T19:30:00.060-05:00,153.096343994,2018-12-29T19:30:00.048-05:00,172.377288818,2018-12-29T19:45:00.163-05:00,106.37019348144531
2018-12-29T19:45:00.075-05:00,122.951774597,2018-12-29T19:45:00.086-05:00,122.271011353,2018-12-29T19:45:00.139-05:00,114.0260849,2018-12-29T19:45:00.063-05:00,164.696456909,2018-12-29T19:45:00.051-05:00,173.355133057,2018-12-29T20:00:01.064-05:00,105.64888000488281
2018-12-29T20:00:00.984-05:00,122.951774597,2018-12-29T20:00:00.995-05:00,122.333106995,2018-12-29T20:00:01.040-05:00,110.736160278,2018-12-29T20:00:00.972-05:00,165.371780396,2018-12-29T20:00:00.961-05:00,171.81678772,2018-12-29T20:15:00.171-05:00,104.710205078125
2018-12-29T20:15:00.090-05:00,122.51914978,2018-12-29T20:15:00.101-05:00,122.333106995,2018-12-29T20:15:00.147-05:00,112.442825317,2018-12-29T20:15:00.079-05:00,153.406417847,2018-12-29T20:15:00.067-05:00,173.633804321,2018-12-29T20:30:00.166-05:00,104.49987030029297
2018-12-29T20:30:00.079-05:00,122.146690369,2018-12-29T20:30:00.090-05:00,122.146690369,2018-12-29T20:30:00.143-05:00,112.302284241,2018-12-29T20:30:00.068-05:00,139.460174561,2018-12-29T20:30:00.056-05:00,169.278778076,2018-12-29T20:45:00.160-05:00,103.27789306640625
2018-12-29T20:45:00.076-05:00,122.208869934,2018-12-29T20:45:00.087-05:00,121.959884644,2018-12-29T20:45:00.133-05:00,108.190658569,2018-12-29T20:45:00.064-05:00,165.660354614,2018-12-29T20:45:00.053-05:00,174.467941284,2018-12-29T21:00:00.173-05:00,101.65120697021484
2018-12-29T21:00:00.093-05:00,121.208847046,2018-12-29T21:00:00.104-05:00,121.647705078,2018-12-29T21:00:00.150-05:00,113.618125916,2018-12-29T21:00:00.081-05:00,164.406219482,2018-12-29T21:00:00.070-05:00,176.265625,2018-12-29T21:15:00.166-05:00,103.11691284179688
2018-12-29T21:15:00.086-05:00,120.007026672,2018-12-29T21:15:00.098-05:00,120.070671082,2018-12-29T21:15:00.143-05:00,115.973632812,2018-12-29T21:15:00.075-05:00,159.792648315,2018-12-29T21:15:00.064-05:00,175.575759888,2018-12-29T21:30:00.151-05:00,105.38941955566406
2018-12-29T21:30:00.072-05:00,117.162612915,2018-12-29T21:30:00.083-05:00,117.75151825,2018-12-29T21:30:00.128-05:00,112.816116333,2018-12-29T21:30:00.060-05:00,146.399108887,2018-12-29T21:30:00.049-05:00,177.090911865,2018-12-29T21:45:00.165-05:00,105.07676696777344
2018-12-29T21:45:00.080-05:00,120.894096375,2018-12-29T21:45:00.096-05:00,119.239852905,2018-12-29T21:45:00.142-05:00,116.702018738,2018-12-29T21:45:00.069-05:00,166.809768677,2018-12-29T21:45:00.057-05:00,185.193939209,2018-12-29T22:00:00.167-05:00,106.67700958251953
2018-12-29T22:00:00.087-05:00,124.661972046,2018-12-29T22:00:00.099-05:00,123.871963501,2018-12-29T22:00:00.144-05:00,120.704727173,2018-12-29T22:00:00.076-05:00,168.995162964,2018-12-29T22:00:00.064-05:00,177.090911865,2018-12-29T22:15:00.151-05:00,108.73726654052734
2018-12-29T22:15:00.070-05:00,125.505081177,2018-12-29T22:15:00.082-05:00,124.601448059,2018-12-29T22:15:00.127-05:00,121.145988464,2018-12-29T22:15:00.059-05:00,167.286727905,2018-12-29T22:15:00.047-05:00,177.22819519,2018-12-29T22:30:00.156-05:00,109.42657470703125
2018-12-29T22:30:00.077-05:00,126.34034729,2018-12-29T22:30:00.088-05:00,125.325080872,2018-12-29T22:30:00.133-05:00,119.688140869,2018-12-29T22:30:00.065-05:00,155.357452393,2018-12-29T22:30:00.054-05:00,168.569152832,2018-12-29T22:45:00.171-05:00,109.52446746826172
2018-12-29T22:45:00.091-05:00,127.344215393,2018-12-29T22:45:00.102-05:00,126.042930603,2018-12-29T22:45:00.147-05:00,123.320968628,2018-12-29T22:45:00.079-05:00,147.275665283,2018-12-29T22:45:00.067-05:00,169.278778076,2018-12-29T23:00:00.173-05:00,110.6881103515625
2018-12-29T23:00:00.087-05:00,128.742401123,2018-12-29T23:00:00.099-05:00,127.754302979,2018-12-29T23:00:00.150-05:00,123.871963501,2018-12-29T23:00:00.076-05:00,170.268859863,2018-12-29T23:00:00.064-05:00,177.91343689,2018-12-29T23:15:00.157-05:00,110.4955825805664
2018-12-29T23:15:00.077-05:00,128.857910156,2018-12-29T23:15:00.089-05:00,127.987792969,2018-12-29T23:15:00.134-05:00,124.601448059,2018-12-29T23:15:00.066-05:00,165.948455811,2018-12-29T23:15:00.054-05:00,174.329116821,2018-12-29T23:30:00.150-05:00,111.40513610839844
2018-12-29T23:30:00.070-05:00,128.684570312,2018-12-29T23:30:00.082-05:00,127.987792969,2018-12-29T23:30:00.127-05:00,124.601448059,2018-12-29T23:30:00.058-05:00,158.59437561,2018-12-29T23:30:00.046-05:00,174.190200806,2018-12-29T23:45:00.164-05:00,111.97318267822266
2018-12-29T23:45:00.083-05:00,129.375900269,2018-12-29T23:45:00.095-05:00,128.336868286,2018-12-29T23:45:00.141-05:00,126.102493286,2018-12-29T23:45:00.072-05:00,154.1277771,2018-12-29T23:45:00.060-05:00,176.127807617,2018-12-30T00:00:00.158-05:00,112.34916687011719
2018-12-30T00:00:00.077-05:00,130.175628662,2018-12-30T00:00:00.089-05:00,129.375900269,2018-12-30T00:00:00.135-05:00,125.385116577,2018-12-30T00:00:00.066-05:00,166.618743896,2018-12-30T00:00:00.053-05:00,174.745361328,2018-12-30T00:15:00.162-05:00,112.11443328857422
2018-12-30T00:15:00.081-05:00,130.004867554,2018-12-30T00:15:00.092-05:00,129.375900269,2018-12-30T00:15:00.139-05:00,123.871963501,2018-12-30T00:15:00.069-05:00,165.371780396,2018-12-30T00:15:00.057-05:00,172.936523438,2018-12-30T00:30:00.155-05:00,111.64242553710938
2018-12-30T00:30:00.074-05:00,129.890853882,2018-12-30T00:30:00.085-05:00,129.318496704,2018-12-30T00:30:00.131-05:00,125.565002441,2018-12-30T00:30:00.063-05:00,157.488555908,2018-12-30T00:30:00.051-05:00,168.711242676,2018-12-30T00:45:00.173-05:00,112.48960876464844
2018-12-30T00:45:00.092-05:00,130.061828613,2018-12-30T00:45:00.103-05:00,129.54788208,2018-12-30T00:45:00.149-05:00,123.749809265,2018-12-30T00:45:00.080-05:00,152.266769409,2018-12-30T00:45:00.068-05:00,172.517227173,2018-12-30T01:00:00.151-05:00,111.50015258789062
2018-12-30T01:00:00.071-05:00,130.402786255,2018-12-30T01:00:00.082-05:00,129.662353516,2018-12-30T01:00:00.128-05:00,125.983329773,2018-12-30T01:00:00.059-05:00,167.000854492,2018-12-30T01:00:00.047-05:00,175.022476196,2018-12-30T01:15:00.153-05:00,112.02030181884766
2018-12-30T01:15:00.072-05:00,130.118743896,2018-12-30T01:15:00.083-05:00,129.947875977,2018-12-30T01:15:00.129-05:00,126.636779785,2018-12-30T01:15:00.060-05:00,164.696456909,2018-12-30T01:15:00.048-05:00,172.796844482,2018-12-30T01:30:00.177-05:00,112.44282531738281
2018-12-30T01:30:00.088-05:00,129.203582764,2018-12-30T01:30:00.108-05:00,128.510894775,2018-12-30T01:30:00.154-05:00,119.815826416,2018-12-30T01:30:00.076-05:00,159.394165039,2018-12-30T01:30:00.065-05:00,170.97366333,2018-12-30T01:45:00.152-05:00,109.32853698730469
2018-12-30T01:45:00.072-05:00,129.146057129,2018-12-30T01:45:00.083-05:00,128.97328186,2018-12-30T01:45:00.129-05:00,121.145988464,2018-12-30T01:45:00.060-05:00,152.058761597,2018-12-30T01:45:00.049-05:00,170.127655029,2018-12-30T02:00:00.160-05:00,109.86597442626953
2018-12-30T02:00:00.076-05:00,128.800170898,2018-12-30T02:00:00.087-05:00,128.452926636,2018-12-30T02:00:00.137-05:00,120.641517639,2018-12-30T02:00:00.064-05:00,165.564224243,2018-12-30T02:00:00.053-05:00,170.551025391,2018-12-30T02:15:00.163-05:00,110.39910888671875
2018-12-30T02:15:00.075-05:00,128.278778076,2018-12-30T02:15:00.086-05:00,127.929473877,2018-12-30T02:15:00.132-05:00,124.115783691,2018-12-30T02:15:00.063-05:00,166.14024353,2018-12-30T02:15:00.052-05:00,178.050247192,2018-12-30T02:30:00.156-05:00,111.30998992919922
2018-12-30T02:30:00.074-05:00,128.336868286,2018-12-30T02:30:00.085-05:00,127.754302979,2018-12-30T02:30:00.133-05:00,124.963989258,2018-12-30T02:30:00.062-05:00,160.48777771,2018-12-30T02:30:00.051-05:00,170.691986084,2018-12-30T02:45:00.165-05:00,111.68978118896484
2018-12-30T02:45:00.084-05:00,128.626724243,2018-12-30T02:45:00.095-05:00,128.046066284,2018-12-30T02:45:00.142-05:00,125.445121765,2018-12-30T02:45:00.073-05:00,154.538650513,2018-12-30T02:45:00.061-05:00,173.494506836,2018-12-30T03:00:00.168-05:00,112.25537872314453
2018-12-30T03:00:00.087-05:00,129.261062622,2018-12-30T03:00:00.099-05:00,128.857910156,2018-12-30T03:00:00.145-05:00,126.34034729,2018-12-30T03:00:00.076-05:00,166.044372559,2018-12-30T03:00:00.064-05:00,178.59677124,2018-12-30T03:15:00.173-05:00,113.0029067993164
2018-12-30T03:15:00.089-05:00,129.776672363,2018-12-30T03:15:00.105-05:00,129.433273315,2018-12-30T03:15:00.150-05:00,126.991203308,2018-12-30T03:15:00.078-05:00,165.852478027,2018-12-30T03:15:00.066-05:00,171.114379883,2018-12-30T03:30:00.159-05:00,113.82231903076172
2018-12-30T03:30:00.075-05:00,129.947875977,2018-12-30T03:30:00.086-05:00,129.719543457,2018-12-30T03:30:00.136-05:00,127.226699829,2018-12-30T03:30:00.063-05:00,161.869567871,2018-12-30T03:30:00.051-05:00,171.81678772,2018-12-30T03:45:00.152-05:00,114.02608489990234
2018-12-30T03:45:00.071-05:00,129.947875977,2018-12-30T03:45:00.083-05:00,129.719543457,2018-12-30T03:45:00.128-05:00,127.344215393,2018-12-30T03:45:00.059-05:00,156.983535767,2018-12-30T03:45:00.048-05:00,173.215682983,2018-12-30T04:00:00.170-05:00,114.02608489990234
2018-12-30T04:00:00.087-05:00,130.346054077,2018-12-30T04:00:00.101-05:00,130.175628662,2018-12-30T04:00:00.146-05:00,127.578781128,2018-12-30T04:00:00.075-05:00,151.433227539,2018-12-30T04:00:00.064-05:00,177.639556885,2018-12-30T04:15:00.159-05:00,114.36473083496094
2018-12-30T04:15:00.079-05:00,130.685913086,2018-12-30T04:15:00.090-05:00,130.402786255,2018-12-30T04:15:00.136-05:00,127.812736511,2018-12-30T04:15:00.067-05:00,164.212432861,2018-12-30T04:15:00.056-05:00,174.467941284,2018-12-30T04:30:00.165-05:00,114.90406036376953
2018-12-30T04:30:00.085-05:00,130.911743164,2018-12-30T04:30:00.096-05:00,130.572769165,2018-12-30T04:30:00.142-05:00,128.278778076,2018-12-30T04:30:00.074-05:00,165.756439209,2018-12-30T04:30:00.062-05:00,173.91217041,2018-12-30T04:45:00.159-05:00,115.17259216308594
2018-12-30T04:45:00.079-05:00,131.284622192,2018-12-30T04:45:00.090-05:00,131.118927002,2018-12-30T04:45:00.136-05:00,128.452926636,2018-12-30T04:45:00.065-05:00,162.164199829,2018-12-30T04:45:00.054-05:00,170.97366333,2018-12-30T05:00:00.176-05:00,115.17259216308594
2018-12-30T05:00:00.091-05:00,129.719543457,2018-12-30T05:00:00.107-05:00,129.662353516,2018-12-30T05:00:00.153-05:00,127.754302979,2018-12-30T05:00:00.079-05:00,150.385665894,2018-12-30T05:00:00.068-05:00,182.522827148,2018-12-30T05:15:00.169-05:00,114.63478088378906
2018-12-30T05:15:00.089-05:00,130.968109131,2018-12-30T05:15:00.100-05:00,130.346054077,2018-12-30T05:15:00.145-05:00,128.162506104,2018-12-30T05:15:00.077-05:00,147.493804932,2018-12-30T05:15:00.065-05:00,170.832870483,2018-12-30T05:30:00.163-05:00,114.97126770019531
2018-12-30T05:30:00.083-05:00,132.766311646,2018-12-30T05:30:00.094-05:00,132.356460571,2018-12-30T05:30:00.140-05:00,129.261062622,2018-12-30T05:30:00.071-05:00,167.857513428,2018-12-30T05:30:00.060-05:00,175.575759888,2018-12-30T05:45:00.159-05:00,115.8405990600586
2018-12-30T05:45:00.079-05:00,132.848129272,2018-12-30T05:45:00.090-05:00,132.356460571,2018-12-30T05:45:00.136-05:00,129.490600586,2018-12-30T05:45:00.067-05:00,164.406219482,2018-12-30T05:45:00.054-05:00,172.657073975,2018-12-30T06:00:00.154-05:00,116.17284393310547
2018-12-30T06:00:00.072-05:00,133.09324646,2018-12-30T06:00:00.084-05:00,132.438537598,2018-12-30T06:00:00.131-05:00,129.662353516,2018-12-30T06:00:00.061-05:00,156.375549316,2018-12-30T06:00:00.049-05:00,171.255020142,2018-12-30T06:15:00.166-05:00,116.37163543701172
2018-12-30T06:15:00.085-05:00,132.929885864,2018-12-30T06:15:00.096-05:00,132.438537598,2018-12-30T06:15:00.143-05:00,129.719543457,2018-12-30T06:15:00.074-05:00,163.142654419,2018-12-30T06:15:00.062-05:00,177.776535034,2018-12-30T06:30:00.153-05:00,116.83384704589844
2018-12-30T06:30:00.072-05:00,133.825805664,2018-12-30T06:30:00.084-05:00,133.01159668,2018-12-30T06:30:00.129-05:00,130.175628662,2018-12-30T06:30:00.059-05:00,167.429550171,2018-12-30T06:30:00.047-05:00,174.051223755,2018-12-30T06:45:00.154-05:00,117.09695434570312
2018-12-30T06:45:00.072-05:00,133.500747681,2018-12-30T06:45:00.085-05:00,132.929885864,2018-12-30T06:45:00.130-05:00,130.004867554,2018-12-30T06:45:00.061-05:00,156.781112671,2018-12-30T06:45:00.049-05:00,164.986221313,2018-12-30T07:00:00.158-05:00,116.96549987792969
2018-12-30T07:00:00.076-05:00,133.825805664,2018-12-30T07:00:00.087-05:00,133.256408691,2018-12-30T07:00:00.135-05:00,130.175628662,2018-12-30T07:00:00.060-05:00,149.964904785,2018-12-30T07:00:00.049-05:00,168,2018-12-30T07:15:00.158-05:00,117.03125
2018-12-30T07:15:00.074-05:00,134.230957031,2018-12-30T07:15:00.085-05:00,133.500747681,2018-12-30T07:15:00.135-05:00,130.346054077,2018-12-30T07:15:00.063-05:00,170.268859863,2018-12-30T07:15:00.051-05:00,177.090911865,2018-12-30T07:30:00.155-05:00,117.55562591552734
2018-12-30T07:30:00.076-05:00,134.150039673,2018-12-30T07:30:00.087-05:00,133.663391113,2018-12-30T07:30:00.132-05:00,130.459487915,2018-12-30T07:30:00.064-05:00,166.236053467,2018-12-30T07:30:00.053-05:00,175.29927063,2018-12-30T07:45:00.189-05:00,117.6209716796875
2018-12-30T07:45:00.108-05:00,130.85534668,2018-12-30T07:45:00.119-05:00,131.367401123,2018-12-30T07:45:00.164-05:00,129.030914307,2018-12-30T07:45:00.095-05:00,148.506591797,2018-12-30T07:45:00.074-05:00,168,2018-12-30T08:00:00.165-05:00,116.37163543701172
2018-12-30T08:00:00.084-05:00,131.945281982,2018-12-30T08:00:00.096-05:00,130.911743164,2018-12-30T08:00:00.142-05:00,129.030914307,2018-12-30T08:00:00.073-05:00,130.232467651,2018-12-30T08:00:00.061-05:00,164.309356689,2018-12-30T08:15:00.163-05:00,116.305419921875
2018-12-30T08:15:00.082-05:00,135.358535767,2018-12-30T08:15:00.093-05:00,134.230957031,2018-12-30T08:15:00.139-05:00,130.232467651,2018-12-30T08:15:00.071-05:00,171.536071777,2018-12-30T08:15:00.059-05:00,179.142059326,2018-12-30T08:30:00.164-05:00,116.89969635009766
2018-12-30T08:30:00.083-05:00,135.678848267,2018-12-30T08:30:00.095-05:00,134.63482666,2018-12-30T08:30:00.140-05:00,129.947875977,2018-12-30T08:30:00.071-05:00,165.660354614,2018-12-30T08:30:00.060-05:00,171.395584106,2018-12-30T08:45:00.165-05:00,116.56999969482422
2018-12-30T08:45:00.084-05:00,134.473434448,2018-12-30T08:45:00.096-05:00,133.582092285,2018-12-30T08:45:00.141-05:00,126.399711609,2018-12-30T08:45:00.073-05:00,153.921981812,2018-12-30T08:45:00.061-05:00,175.575759888,2018-12-30T09:00:00.156-05:00,114.76951599121094
2018-12-30T09:00:00.074-05:00,134.069061279,2018-12-30T09:00:00.087-05:00,133.4193573,2018-12-30T09:00:00.133-05:00,126.636779785,2018-12-30T09:00:00.062-05:00,141.155578613,2018-12-30T09:00:00.051-05:00,167.572280884,2018-12-30T09:15:00.177-05:00,113.07146453857422
2018-12-30T09:15:00.097-05:00,134.230957031,2018-12-30T09:15:00.109-05:00,133.337905884,2018-12-30T09:15:00.154-05:00,119.943336487,2018-12-30T09:15:00.085-05:00,170.409973145,2018-12-30T09:15:00.074-05:00,177.776535034,2018-12-30T09:30:00.165-05:00,109.23035430908203
2018-12-30T09:30:00.085-05:00,131.367401123,2018-12-30T09:30:00.096-05:00,131.615386963,2018-12-30T09:30:00.142-05:00,121.083076477,2018-12-30T09:30:00.073-05:00,164.793106079,2018-12-30T09:30:00.062-05:00,175.98991394,2018-12-30T09:45:00.527-05:00,109.08280944824219
2018-12-30T09:45:00.440-05:00,129.203582764,2018-12-30T09:45:00.451-05:00,129.261062622,2018-12-30T09:45:00.504-05:00,113.890296936,2018-12-30T09:45:00.428-05:00,152.474533081,2018-12-30T09:45:00.416-05:00,173.215682983,2018-12-30T10:00:00.170-05:00,104.34169006347656
2018-12-30T10:00:00.088-05:00,127.050132751,2018-12-30T10:00:00.099-05:00,126.518325806,2018-12-30T10:00:00.146-05:00,108.040802002,2018-12-30T10:00:00.076-05:00,171.536071777,2018-12-30T10:00:00.065-05:00,180.905914307,2018-12-30T10:15:00.165-05:00,102.8477783203125
2018-12-30T10:15:00.085-05:00,124.722457886,2018-12-30T10:15:00.097-05:00,125.565002441,2018-12-30T10:15:00.142-05:00,112.442825317,2018-12-30T10:15:00.074-05:00,165.948455811,2018-12-30T10:15:00.062-05:00,175.851928711,2018-12-30T10:30:00.197-05:00,103.49195098876953
2018-12-30T10:30:00.112-05:00,123.136558533,2018-12-30T10:30:00.123-05:00,122.766616821,2018-12-30T10:30:00.169-05:00,111.642425537,2018-12-30T10:30:00.101-05:00,155.255325317,2018-12-30T10:30:00.089-05:00,165.948455811,2018-12-30T10:45:00.158-05:00,103.70536804199219
2018-12-30T10:45:00.078-05:00,122.766616821,2018-12-30T10:45:00.089-05:00,121.835144043,2018-12-30T10:45:00.135-05:00,111.500152588,2018-12-30T10:45:00.066-05:00,152.058761597,2018-12-30T10:45:00.054-05:00,172.237289429,2018-12-30T11:00:00.163-05:00,102.79383087158203
2018-12-30T11:00:00.077-05:00,122.084465027,2018-12-30T11:00:00.088-05:00,121.145988464,2018-12-30T11:00:00.140-05:00,109.377571106,2018-12-30T11:00:00.066-05:00,170.268859863,2018-12-30T11:00:00.054-05:00,182.791259766,2018-12-30T11:15:00.167-05:00,102.1976318359375
2018-12-30T11:15:00.086-05:00,122.022193909,2018-12-30T11:15:00.097-05:00,121.710220337,2018-12-30T11:15:00.144-05:00,113.822319031,2018-12-30T11:15:00.075-05:00,163.337661743,2018-12-30T11:15:00.063-05:00,168.284729004,2018-12-30T11:30:00.172-05:00,103.81182098388672
2018-12-30T11:30:00.091-05:00,121.397186279,2018-12-30T11:30:00.103-05:00,121.334449768,2018-12-30T11:30:00.148-05:00,109.963226318,2018-12-30T11:30:00.080-05:00,159.094680786,2018-12-30T11:30:00.068-05:00,173.633804321,2018-12-30T11:45:00.155-05:00,100.6568832397461
2018-12-30T11:45:00.075-05:00,120.641517639,2018-12-30T11:45:00.086-05:00,119.624229431,2018-12-30T11:45:00.132-05:00,109.279464722,2018-12-30T11:45:00.063-05:00,154.948532104,2018-12-30T11:45:00.052-05:00,175.437545776,2018-12-30T12:00:00.172-05:00,100.0984115600586
2018-12-30T12:00:00.084-05:00,120.324813843,2018-12-30T12:00:00.095-05:00,120.894096375,2018-12-30T12:00:00.147-05:00,110.495582581,2018-12-30T12:00:00.072-05:00,165.756439209,2018-12-30T12:00:00.061-05:00,173.215682983,2018-12-30T12:15:00.158-05:00,101.9249496459961
2018-12-30T12:15:00.078-05:00,119.432243347,2018-12-30T12:15:00.089-05:00,118.853881836,2018-12-30T12:15:00.135-05:00,109.963226318,2018-12-30T12:15:00.066-05:00,164.115463257,2018-12-30T12:15:00.054-05:00,174.606689453,2018-12-30T12:30:00.170-05:00,101.97956848144531
2018-12-30T12:30:00.089-05:00,118.789390564,2018-12-30T12:30:00.100-05:00,118.271896362,2018-12-30T12:30:00.146-05:00,106.010482788,2018-12-30T12:30:00.077-05:00,161.475906372,2018-12-30T12:30:00.066-05:00,179.550231934,2018-12-30T12:45:00.171-05:00,100.32232666015625
2018-12-30T12:45:00.091-05:00,119.432243347,2018-12-30T12:45:00.102-05:00,119.175636292,2018-12-30T12:45:00.147-05:00,110.447364807,2018-12-30T12:45:00.075-05:00,154.538650513,2018-12-30T12:45:00.063-05:00,177.91343689,2018-12-30T13:00:00.172-05:00,100.82357788085938
2018-12-30T13:00:00.092-05:00,118.918319702,2018-12-30T13:00:00.103-05:00,118.918319702,2018-12-30T13:00:00.149-05:00,111.119262695,2018-12-30T13:00:00.081-05:00,162.262298584,2018-12-30T13:00:00.069-05:00,171.95703125,2018-12-30T13:15:00.161-05:00,99.87379455566406
2018-12-30T13:15:00.080-05:00,117.816726685,2018-12-30T13:15:00.091-05:00,117.359329224,2018-12-30T13:15:00.138-05:00,109.082809448,2018-12-30T13:15:00.068-05:00,161.672851562,2018-12-30T13:15:00.056-05:00,170.409973145,2018-12-30T13:30:00.162-05:00,100.21045684814453
2018-12-30T13:30:00.076-05:00,117.555625916,2018-12-30T13:30:00.088-05:00,118.401542664,2018-12-30T13:30:00.139-05:00,113.345184326,2018-12-30T13:30:00.065-05:00,159.693115234,2018-12-30T13:30:00.053-05:00,169.986373901,2018-12-30T13:45:00.165-05:00,102.68580627441406
2018-12-30T13:45:00.084-05:00,117.424812317,2018-12-30T13:45:00.095-05:00,117.228233337,2018-12-30T13:45:00.142-05:00,113.071464539,2018-12-30T13:45:00.072-05:00,154.948532104,2018-12-30T13:45:00.061-05:00,174.329116821,2018-12-30T14:00:00.163-05:00,103.75861358642578
2018-12-30T14:00:00.082-05:00,119.304031372,2018-12-30T14:00:00.094-05:00,119.047065735,2018-12-30T14:00:00.140-05:00,107.589248657,2018-12-30T14:00:00.071-05:00,162.751953125,2018-12-30T14:00:00.059-05:00,179.278198242,2018-12-30T14:15:00.163-05:00,101.15579223632812
